season,episode,scene,speaker1,speaker2
1,1,1,Jim,Michael
1,1,3,Michael,Pam
1,1,7,Jim,Michael
1,1,7,Dwight,Michael
1,1,7,Jim,Dwight
1,1,10,Michael,Jan
1,1,10,Jan,Pam
1,1,10,Michael,Pam
1,1,11,Michael,Jan
1,1,11,Todd Packer,Michael
1,1,11,Todd Packer,Jan
1,1,12,Phyllis,Stanley
1,1,14,Kevin,Angela
1,1,15,Jim,Pam
1,1,17,Michael,Ryan
1,1,17,Michael,Pam
1,1,17,Pam,Ryan
1,1,19,Jim,Dwight
1,1,21,Michael,Pam
1,1,24,Dwight,Michael
1,1,24,Michael,Oscar
1,1,24,Dwight,Oscar
1,1,26,Michael,Oscar
1,1,26,Stanley,Oscar
1,1,26,Dwight,Oscar
1,1,26,Phyllis,Oscar
1,1,26,Pam,Oscar
1,1,26,Man,Oscar
1,1,26,Stanley,Michael
1,1,26,Dwight,Michael
1,1,26,Phyllis,Michael
1,1,26,Michael,Pam
1,1,26,Man,Michael
1,1,26,Stanley,Dwight
1,1,26,Stanley,Phyllis
1,1,26,Stanley,Pam
1,1,26,Stanley,Man
1,1,26,Phyllis,Dwight
1,1,26,Dwight,Pam
1,1,26,Man,Dwight
1,1,26,Phyllis,Pam
1,1,26,Phyllis,Man
1,1,26,Man,Pam
1,1,29,Michael,Ryan
1,1,29,Dwight,Michael
1,1,29,Dwight,Ryan
1,1,30,Dwight,Michael
1,1,30,Dwight,Pam
1,1,30,Michael,Pam
1,1,32,Dwight,Michael
1,1,32,Jim,Michael
1,1,32,Michael,Ryan
1,1,32,Jim,Dwight
1,1,32,Dwight,Ryan
1,1,32,Jim,Ryan
1,1,33,Jim,Pam
1,1,33,Jim,Roy
1,1,33,Roy,Pam
1,1,35,Roy,Pam
1,1,35,Jim,Pam
1,1,35,Jim,Roy
1,1,37,Michael,Ryan
1,1,37,Michael,Pam
1,1,37,Pam,Ryan
1,1,39,Jim,Pam
1,2,3,Jim,Dwight
1,2,5,Jim,Pam
1,2,6,Michael,Oscar
1,2,6,Jim,Michael
1,2,6,Jim,Oscar
1,2,7,Dwight,Michael
1,2,9,Kevin,Michael
1,2,11,Kevin,Michael
1,2,12,Dwight,Michael
1,2,15,Jim,Michael
1,2,16,Michael,Toby
1,2,18,Jim,Michael
1,2,18,Kevin,Michael
1,2,18,Kelly,Michael
1,2,18,Michael,Oscar
1,2,18,Kevin,Jim
1,2,18,Jim,Kelly
1,2,18,Jim,Oscar
1,2,18,Kevin,Kelly
1,2,18,Kevin,Oscar
1,2,18,Kelly,Oscar
1,2,21,Michael,Pam
1,2,21,Stanley,Michael
1,2,21,Dwight,Michael
1,2,21,Stanley,Pam
1,2,21,Dwight,Pam
1,2,21,Stanley,Dwight
1,2,23,Jim,Ryan
1,2,24,Kevin,Angela
1,2,24,Kevin,Michael
1,2,24,Angela,Michael
1,2,25,Kelly,Michael
1,2,27,Kevin,Michael
1,2,27,Stanley,Michael
1,2,27,Kevin,Stanley
1,2,28,Jim,Pam
1,2,44,Dwight,Michael
1,2,44,Dwight,Pam
1,2,44,Michael,Pam
1,2,46,Jim,Michael
1,2,46,Michael,Pam
1,2,46,Jim,Pam
1,3,1,Michael,Pam
1,3,3,Michael,Jan
1,3,4,Jim,Pam
1,3,4,Jim,Michael
1,3,4,Michael,Pam
1,3,5,Jim,Michael
1,3,9,Dwight,Michael
1,3,13,Michael,Pam
1,3,14,Dwight,Pam
1,3,14,Jim,Pam
1,3,14,Jim,Dwight
1,3,15,Kevin,Oscar
1,3,15,Angela,Oscar
1,3,15,Kevin,Angela
1,3,16,Michael,Oscar
1,3,16,Meredith,Oscar
1,3,16,Pam,Oscar
1,3,16,Dwight,Oscar
1,3,16,Meredith,Michael
1,3,16,Michael,Pam
1,3,16,Dwight,Michael
1,3,16,Meredith,Pam
1,3,16,Dwight,Meredith
1,3,16,Dwight,Pam
1,3,17,Angela,Oscar
1,3,17,Kevin,Oscar
1,3,17,Kevin,Angela
1,3,19,Jim,Dwight
1,3,20,Michael,Pam
1,3,22,Jim,Pam
1,3,25,Jim,Dwight
1,3,26,Jim,Pam
1,3,27,Jim,Dwight
1,3,27,Stanley,Dwight
1,3,27,Jim,Stanley
1,3,28,Jim,Dwight
1,3,28,Jim,Pam
1,3,28,Dwight,Pam
1,3,29,Dwight,Jan
1,3,30,Michael,Ryan
1,3,30,Stanley,Michael
1,3,30,Dwight,Michael
1,3,30,Stanley,Ryan
1,3,30,Dwight,Ryan
1,3,30,Stanley,Dwight
1,3,32,Stanley,Dwight
1,3,32,Dwight,Meredith
1,3,32,Stanley,Meredith
1,3,33,Kevin,Dwight
1,3,34,Kevin,Oscar
1,3,35,Michael,Oscar
1,3,35,Pam,Oscar
1,3,35,Dwight,Oscar
1,3,35,Angela,Oscar
1,3,35,Stanley,Oscar
1,3,35,Michael,Pam
1,3,35,Dwight,Michael
1,3,35,Angela,Michael
1,3,35,Stanley,Michael
1,3,35,Dwight,Pam
1,3,35,Angela,Pam
1,3,35,Stanley,Pam
1,3,35,Angela,Dwight
1,3,35,Stanley,Dwight
1,3,35,Stanley,Angela
1,4,1,Dwight,Michael
1,4,4,Stanley,Dwight
1,4,5,Michael,Pam
1,4,6,Phyllis,Angela
1,4,6,Phyllis,Pam
1,4,6,Angela,Pam
1,4,8,Angela,Michael
1,4,8,Michael,Pam
1,4,8,Angela,Pam
1,4,9,Jim,Dwight
1,4,11,Jim,Dwight
1,4,14,Jim,Pam
1,4,14,Dwight,Pam
1,4,14,Jim,Dwight
1,4,15,Jim,Dwight
1,4,17,Jim,Dwight
1,4,18,Jim,Dwight
1,4,19,Kevin,Jim
1,4,20,Jim,Dwight
1,4,21,Jim,Toby
1,4,21,Kevin,Toby
1,4,21,Kevin,Jim
1,4,22,Jim,Dwight
1,4,23,Michael,Oscar
1,4,24,Jim,Pam
1,4,24,Dwight,Pam
1,4,24,Jim,Dwight
1,4,26,Dwight,Michael
1,4,27,Jim,Dwight
1,4,29,Jim,Dwight
1,4,30,Michael,Ryan
1,4,31,Jim,Dwight
1,4,32,Angela,Meredith
1,4,32,Meredith,Michael
1,4,32,Angela,Michael
1,4,33,Jim,Dwight
1,4,36,Stanley,Michael
1,4,36,Stanley,Meredith
1,4,36,Meredith,Michael
1,4,37,Jim,Pam
1,4,38,Dwight,Pam
1,4,39,Jim,Michael
1,4,40,Michael,Oscar
1,4,41,Michael,Pam
1,4,41,Meredith,Pam
1,4,41,Oscar,Pam
1,4,41,Angela,Pam
1,4,41,Phyllis,Pam
1,4,41,Meredith,Michael
1,4,41,Michael,Oscar
1,4,41,Angela,Michael
1,4,41,Phyllis,Michael
1,4,41,Meredith,Oscar
1,4,41,Angela,Meredith
1,4,41,Phyllis,Meredith
1,4,41,Angela,Oscar
1,4,41,Phyllis,Oscar
1,4,41,Phyllis,Angela
1,4,45,Michael,Oscar
1,4,46,Toby,Ryan
1,4,47,Jim,Pam
1,4,47,Jim,Roy
1,4,47,Jim,Dwight
1,4,47,Roy,Pam
1,4,47,Dwight,Pam
1,4,47,Roy,Dwight
1,4,56,Dwight,Michael
1,5,1,Dwight,Michael
1,5,3,Dwight,Michael
1,5,4,Jim,Dwight
1,5,4,Phyllis,Dwight
1,5,4,Jim,Phyllis
1,5,6,Michael,Ryan
1,5,6,Darryl,Michael
1,5,6,Darryl,Ryan
1,5,9,Darryl,Michael
1,5,10,Dwight,Michael
1,5,10,Jim,Michael
1,5,10,Stanley,Michael
1,5,10,Phyllis,Michael
1,5,10,Michael,Ryan
1,5,10,Michael,Oscar
1,5,10,Kevin,Michael
1,5,10,Jim,Dwight
1,5,10,Stanley,Dwight
1,5,10,Phyllis,Dwight
1,5,10,Dwight,Ryan
1,5,10,Dwight,Oscar
1,5,10,Kevin,Dwight
1,5,10,Jim,Stanley
1,5,10,Jim,Phyllis
1,5,10,Jim,Ryan
1,5,10,Jim,Oscar
1,5,10,Kevin,Jim
1,5,10,Stanley,Phyllis
1,5,10,Stanley,Ryan
1,5,10,Stanley,Oscar
1,5,10,Kevin,Stanley
1,5,10,Phyllis,Ryan
1,5,10,Phyllis,Oscar
1,5,10,Kevin,Phyllis
1,5,10,Oscar,Ryan
1,5,10,Kevin,Ryan
1,5,10,Kevin,Oscar
1,5,11,Michael,Pam
1,5,11,Jim,Michael
1,5,11,Phyllis,Michael
1,5,11,Jim,Pam
1,5,11,Phyllis,Pam
1,5,11,Jim,Phyllis
1,5,12,Darryl,Michael
1,5,16,Jim,Pam
1,5,17,Jim,Michael
1,5,17,Roy,Michael
1,5,17,Michael,Ryan
1,5,17,Jim,Roy
1,5,17,Jim,Ryan
1,5,17,Roy,Ryan
1,5,18,Jim,Michael
1,5,18,Dwight,Michael
1,5,18,Roy,Michael
1,5,18,Michael,Pam
1,5,18,Jim,Dwight
1,5,18,Jim,Roy
1,5,18,Jim,Pam
1,5,18,Dwight,Roy
1,5,18,Dwight,Pam
1,5,18,Roy,Pam
1,5,20,Roy,Michael
1,5,24,Jim,Michael
1,5,24,Darryl,Michael
1,5,24,Jim,Darryl
1,5,25,Michael,Ryan
1,5,25,Darryl,Michael
1,5,25,Roy,Michael
1,5,25,Darryl,Ryan
1,5,25,Roy,Ryan
1,5,25,Roy,Darryl
1,5,26,Dwight,Michael
1,5,28,Roy,Michael
1,5,28,Jim,Michael
1,5,28,Jim,Roy
1,5,30,Darryl,Michael
1,5,31,Roy,Michael
1,5,31,Jim,Michael
1,5,31,Jim,Roy
1,5,33,Michael,Ryan
1,5,33,Dwight,Ryan
1,5,33,Dwight,Michael
1,5,34,Angela,Michael
1,5,34,Darryl,Michael
1,5,34,Dwight,Michael
1,5,34,Roy,Michael
1,5,34,Angela,Darryl
1,5,34,Angela,Dwight
1,5,34,Angela,Roy
1,5,34,Dwight,Darryl
1,5,34,Roy,Darryl
1,5,34,Dwight,Roy
1,5,35,Jim,Pam
1,5,35,Jim,Roy
1,5,35,Roy,Pam
1,5,36,Michael,Oscar
1,5,49,Jim,Dwight
1,6,1,Michael,Jan
1,6,2,Dwight,Michael
1,6,2,Michael,Pam
1,6,2,Dwight,Pam
1,6,3,Katy,Michael
1,6,3,Katy,Dwight
1,6,3,Katy,Pam
1,6,3,Dwight,Michael
1,6,3,Michael,Pam
1,6,3,Dwight,Pam
1,6,5,Katy,Michael
1,6,6,Kevin,Pam
1,6,9,Katy,Michael
1,6,9,Michael,Ryan
1,6,9,Katy,Ryan
1,6,10,Michael,Oscar
1,6,10,Katy,Michael
1,6,10,Katy,Oscar
1,6,12,Katy,Michael
1,6,12,Michael,Toby
1,6,12,Katy,Toby
1,6,14,Jim,Roy
1,6,14,Kevin,Roy
1,6,14,Roy,Pam
1,6,14,Kevin,Jim
1,6,14,Jim,Pam
1,6,14,Kevin,Pam
1,6,16,Jim,Dwight
1,6,18,Jim,Dwight
1,6,19,Jim,Pam
1,6,20,Katy,Pam
1,6,20,Katy,Michael
1,6,20,Michael,Pam
1,6,22,Katy,Michael
1,6,23,Dwight,Michael
1,6,24,Stanley,Katy
1,6,24,Katy,Michael
1,6,24,Stanley,Michael
1,6,25,Michael,Pam
1,6,26,Jim,Pam
1,6,26,Jim,Roy
1,6,26,Roy,Pam
1,6,28,Katy,Angela
1,6,28,Katy,Dwight
1,6,28,Angela,Dwight
1,6,29,Michael,Ryan
1,6,30,Michael,Ryan
1,6,31,Jim,Katy
1,6,32,Michael,Ryan
1,6,33,Jim,Pam
1,6,35,Katy,Michael
1,6,35,Jim,Michael
1,6,35,Jim,Katy
2,1,2,Jim,Pam
2,1,4,Jim,Michael
2,1,5,Jim,Michael
2,1,5,Dwight,Michael
2,1,5,Jim,Dwight
2,1,7,Stanley,Michael
2,1,10,Michael,Oscar
2,1,10,Pam,Oscar
2,1,10,Michael,Pam
2,1,11,Phyllis,Kelly
2,1,11,Kelly,Pam
2,1,11,Phyllis,Pam
2,1,12,Dwight,Pam
2,1,12,Dwight,Kelly
2,1,12,Phyllis,Dwight
2,1,12,Kelly,Pam
2,1,12,Phyllis,Pam
2,1,12,Phyllis,Kelly
2,1,13,Michael,Jan
2,1,15,Phyllis,Dwight
2,1,16,Roy,Michael
2,1,17,Jim,Michael
2,1,19,Dwight,Pam
2,1,19,Phyllis,Pam
2,1,19,Michael,Pam
2,1,19,Phyllis,Dwight
2,1,19,Dwight,Michael
2,1,19,Phyllis,Michael
2,1,20,Dwight,Michael
2,1,24,Dwight,Michael
2,1,25,Kevin,Michael
2,1,25,Kevin,Stanley
2,1,25,Stanley,Michael
2,1,26,Dwight,Michael
2,1,28,Roy,Darryl
2,1,28,Darryl,Pam
2,1,28,Roy,Pam
2,1,29,Michael,Pam
2,1,30,Jim,Ryan
2,1,31,Phyllis,Michael
2,1,32,Roy,Pam
2,1,34,Jim,Pam
2,1,35,Jim,Pam
2,1,35,Michael,Pam
2,1,35,Jim,Michael
2,1,39,Angela,Michael
2,1,40,Jim,Pam
2,1,41,Kelly,Michael
2,1,45,Jim,Pam
2,1,45,Michael,Pam
2,1,45,Jim,Michael
2,1,46,Stanley,Pam
2,1,48,Michael,Pam
2,1,50,Jim,Pam
2,1,51,Jim,Dwight
2,1,51,Jim,Pam
2,1,51,Dwight,Pam
2,1,53,Jim,Pam
2,1,55,Dwight,Michael
2,1,56,Jim,Pam
2,1,57,Jim,Pam
2,1,67,Angela,Dwight
2,1,69,Kelly,Michael
2,1,69,Michael,Oscar
2,1,69,Kelly,Oscar
2,1,73,Dwight,Michael
2,2,1,Jim,Michael
2,2,3,Dwight,Michael
2,2,3,Todd Packer,Dwight
2,2,3,Todd Packer,Michael
2,2,5,Todd Packer,Michael
2,2,7,Todd Packer,Michael
2,2,7,Todd Packer,Jim
2,2,7,Jim,Michael
2,2,8,Todd Packer,Ryan
2,2,10,Jim,Pam
2,2,12,Jim,Pam
2,2,13,Dwight,Michael
2,2,13,Michael,Toby
2,2,13,Dwight,Toby
2,2,15,Michael,Toby
2,2,16,Michael,Toby
2,2,18,Darryl,Michael
2,2,18,Roy,Michael
2,2,18,Roy,Darryl
2,2,19,Toby,Pam
2,2,19,Kevin,Toby
2,2,19,Kevin,Pam
2,2,21,Toby,Pam
2,2,21,Michael,Pam
2,2,21,Angela,Pam
2,2,21,Stanley,Pam
2,2,21,Meredith,Pam
2,2,21,Phyllis,Pam
2,2,21,Dwight,Pam
2,2,21,Kevin,Pam
2,2,21,Michael,Toby
2,2,21,Angela,Toby
2,2,21,Stanley,Toby
2,2,21,Meredith,Toby
2,2,21,Phyllis,Toby
2,2,21,Dwight,Toby
2,2,21,Kevin,Toby
2,2,21,Angela,Michael
2,2,21,Stanley,Michael
2,2,21,Meredith,Michael
2,2,21,Phyllis,Michael
2,2,21,Dwight,Michael
2,2,21,Kevin,Michael
2,2,21,Stanley,Angela
2,2,21,Angela,Meredith
2,2,21,Phyllis,Angela
2,2,21,Angela,Dwight
2,2,21,Kevin,Angela
2,2,21,Stanley,Meredith
2,2,21,Stanley,Phyllis
2,2,21,Stanley,Dwight
2,2,21,Kevin,Stanley
2,2,21,Phyllis,Meredith
2,2,21,Dwight,Meredith
2,2,21,Kevin,Meredith
2,2,21,Phyllis,Dwight
2,2,21,Kevin,Phyllis
2,2,21,Kevin,Dwight
2,2,23,Michael,Toby
2,2,24,Jim,Michael
2,2,24,Michael,Pam
2,2,24,Jim,Pam
2,2,25,Dwight,Toby
2,2,27,Dwight,Toby
2,2,28,Roy,Darryl
2,2,28,Roy,Michael
2,2,28,Darryl,Michael
2,2,29,Michael,Jan
2,2,30,Todd Packer,Pam
2,2,33,Michael,Jan
2,2,33,Toby,Jan
2,2,33,Michael,Toby
2,2,34,Jim,Michael
2,2,34,Michael,Jan
2,2,34,Todd Packer,Michael
2,2,34,Jim,Jan
2,2,34,Todd Packer,Jim
2,2,34,Todd Packer,Jan
2,2,35,Michael,Jan
2,2,42,Roy,Pam
2,2,43,Todd Packer,Kevin
2,2,43,Todd Packer,Michael
2,2,43,Todd Packer,Phyllis
2,2,43,Kevin,Michael
2,2,43,Kevin,Phyllis
2,2,43,Phyllis,Michael
2,3,1,Michael,Ryan
2,3,2,Dwight,Michael
2,3,3,Jim,Pam
2,3,5,Jim,Pam
2,3,6,Dwight,Michael
2,3,8,Michael,Pam
2,3,9,Dwight,Michael
2,3,10,Kevin,Jim
2,3,10,Kevin,Oscar
2,3,10,Jim,Oscar
2,3,11,Kevin,Jim
2,3,11,Jim,Oscar
2,3,11,Jim,Angela
2,3,11,Kevin,Oscar
2,3,11,Kevin,Angela
2,3,11,Angela,Oscar
2,3,12,Dwight,Michael
2,3,14,Carol,Michael
2,3,14,Carol,Dwight
2,3,14,Dwight,Michael
2,3,16,Carol,Dwight
2,3,16,Carol,Michael
2,3,16,Dwight,Michael
2,3,17,Jim,Stanley
2,3,18,Dwight,Michael
2,3,19,Kevin,Jim
2,3,19,Jim,Pam
2,3,19,Kevin,Pam
2,3,22,Carol,Dwight
2,3,22,Carol,Michael
2,3,22,Dwight,Michael
2,3,24,Carol,Michael
2,3,25,Jim,Pam
2,3,27,Jim,Phyllis
2,3,28,Carol,Michael
2,3,30,Carol,Michael
2,3,31,Dwight,Michael
2,3,32,Jim,Pam
2,3,32,Jim,Oscar
2,3,32,Jim,Meredith
2,3,32,Oscar,Pam
2,3,32,Meredith,Pam
2,3,32,Meredith,Oscar
2,3,33,Kevin,Jim
2,3,34,Dwight,Michael
2,3,36,Dwight,Michael
2,3,37,Angela,Pam
2,3,37,Jim,Pam
2,3,37,Phyllis,Pam
2,3,37,Jim,Angela
2,3,37,Phyllis,Angela
2,3,37,Jim,Phyllis
2,3,38,Dwight,Michael
2,3,40,Jim,Oscar
2,3,40,Ryan,Oscar
2,3,40,Jim,Ryan
2,3,41,Jim,Pam
2,3,41,Stanley,Pam
2,3,41,Jim,Stanley
2,3,42,Dwight,Michael
2,3,43,Jim,Stanley
2,3,43,Jim,Dwight
2,3,43,Stanley,Dwight
2,3,44,Jim,Oscar
2,3,47,Jim,Pam
2,3,48,Jim,Michael
2,3,49,Jim,Michael
2,3,49,Dwight,Michael
2,3,49,Jim,Dwight
2,3,51,Dwight,Pam
2,3,51,Jim,Pam
2,3,51,Jim,Dwight
2,4,1,Jim,Pam
2,4,3,Jim,Pam
2,4,4,Michael,Ryan
2,4,6,Michael,Ryan
2,4,8,Michael,Ryan
2,4,9,Michael,Ryan
2,4,12,Dwight,Oscar
2,4,12,Angela,Oscar
2,4,12,Angela,Dwight
2,4,13,Phyllis,Dwight
2,4,13,Angela,Dwight
2,4,13,Dwight,Kelly
2,4,13,Phyllis,Angela
2,4,13,Phyllis,Kelly
2,4,13,Angela,Kelly
2,4,15,Michael,Ryan
2,4,17,Michael,Ryan
2,4,17,Dwight,Michael
2,4,17,Dwight,Ryan
2,4,18,Dwight,Michael
2,4,18,Dwight,Ryan
2,4,18,Michael,Ryan
2,4,19,Dwight,Ryan
2,4,19,Michael,Ryan
2,4,19,Dwight,Michael
2,4,21,Jim,Stanley
2,4,21,Jim,Pam
2,4,21,Stanley,Pam
2,4,23,Jim,Angela
2,4,23,Jim,Stanley
2,4,23,Jim,Phyllis
2,4,23,Jim,Dwight
2,4,23,Stanley,Angela
2,4,23,Phyllis,Angela
2,4,23,Angela,Dwight
2,4,23,Stanley,Phyllis
2,4,23,Stanley,Dwight
2,4,23,Phyllis,Dwight
2,4,24,Michael,Ryan
2,4,26,Jim,Meredith
2,4,27,Jim,Pam
2,4,29,Dwight,Michael
2,4,29,Dwight,Ryan
2,4,29,Michael,Ryan
2,4,31,Dwight,Ryan
2,4,31,Michael,Ryan
2,4,31,Dwight,Michael
2,4,33,Michael,Ryan
2,4,34,Jim,Pam
2,4,34,Jim,Dwight
2,4,34,Dwight,Pam
2,4,35,Michael,Ryan
2,4,36,Kevin,Jim
2,4,36,Jim,Oscar
2,4,36,Jim,Stanley
2,4,36,Kevin,Oscar
2,4,36,Kevin,Stanley
2,4,36,Stanley,Oscar
2,4,37,Jim,Dwight
2,4,37,Jim,Pam
2,4,37,Jim,Roy
2,4,37,Dwight,Pam
2,4,37,Dwight,Roy
2,4,37,Roy,Pam
2,4,38,Stanley,Michael
2,4,38,Stanley,Roy
2,4,38,Stanley,Angela
2,4,38,Stanley,Jim
2,4,38,Stanley,Ryan
2,4,38,Stanley,Dwight
2,4,38,Kevin,Stanley
2,4,38,Roy,Michael
2,4,38,Angela,Michael
2,4,38,Jim,Michael
2,4,38,Michael,Ryan
2,4,38,Dwight,Michael
2,4,38,Kevin,Michael
2,4,38,Angela,Roy
2,4,38,Jim,Roy
2,4,38,Roy,Ryan
2,4,38,Roy,Dwight
2,4,38,Kevin,Roy
2,4,38,Jim,Angela
2,4,38,Angela,Ryan
2,4,38,Angela,Dwight
2,4,38,Kevin,Angela
2,4,38,Jim,Ryan
2,4,38,Jim,Dwight
2,4,38,Kevin,Jim
2,4,38,Dwight,Ryan
2,4,38,Kevin,Ryan
2,4,38,Kevin,Dwight
2,4,39,Phyllis,Meredith
2,4,39,Kelly,Meredith
2,4,39,Meredith,Pam
2,4,39,Meredith,Michael
2,4,39,Kevin,Meredith
2,4,39,Phyllis,Kelly
2,4,39,Phyllis,Pam
2,4,39,Phyllis,Michael
2,4,39,Kevin,Phyllis
2,4,39,Kelly,Pam
2,4,39,Kelly,Michael
2,4,39,Kevin,Kelly
2,4,39,Michael,Pam
2,4,39,Kevin,Pam
2,4,39,Kevin,Michael
2,4,40,Jim,Michael
2,4,40,Jim,Ryan
2,4,40,Jim,Dwight
2,4,40,Michael,Ryan
2,4,40,Dwight,Michael
2,4,40,Dwight,Ryan
2,4,42,Dwight,Michael
2,4,45,Jim,Katy
2,4,47,Jim,Katy
2,4,49,Dwight,Ryan
2,4,49,Kevin,Ryan
2,4,49,Kevin,Dwight
2,5,1,Michael,Pam
2,5,3,Michael,Pam
2,5,4,Jim,Dwight
2,5,4,Phyllis,Dwight
2,5,4,Jim,Phyllis
2,5,5,Michael,Oscar
2,5,5,Angela,Michael
2,5,5,Kevin,Michael
2,5,5,Angela,Oscar
2,5,5,Kevin,Oscar
2,5,5,Kevin,Angela
2,5,6,Kelly,Michael
2,5,8,Jim,Pam
2,5,10,Jim,Pam
2,5,11,Angela,Oscar
2,5,11,Kevin,Angela
2,5,11,Kevin,Oscar
2,5,12,Dwight,Michael
2,5,14,Dwight,Michael
2,5,15,Angela,Pam
2,5,19,Stanley,Dwight
2,5,20,Dwight,Michael
2,5,23,Ryan,Oscar
2,5,26,Jim,Pam
2,5,27,Dwight,Michael
2,5,28,Jim,Michael
2,5,29,Jim,Michael
2,5,30,Jim,Pam
2,5,31,Michael,Creed
2,5,32,Michael,Creed
2,5,34,Michael,Creed
2,5,37,Angela,Michael
2,5,38,Jim,Pam
2,6,1,Jim,Dwight
2,6,2,Jim,Dwight
2,6,4,Stanley,Pam
2,6,6,Michael,Ryan
2,6,6,Michael,Pam
2,6,6,Pam,Ryan
2,6,7,Jim,Ryan
2,6,7,Jim,Michael
2,6,7,Michael,Ryan
2,6,8,Jim,Pam
2,6,9,Kevin,Ryan
2,6,9,Michael,Ryan
2,6,9,Kevin,Michael
2,6,10,Jim,Dwight
2,6,11,Michael,Pam
2,6,12,Jim,Dwight
2,6,12,Dwight,Michael
2,6,12,Jim,Michael
2,6,13,Toby,Ryan
2,6,14,Jim,Michael
2,6,14,Angela,Michael
2,6,14,Dwight,Michael
2,6,14,Jim,Angela
2,6,14,Jim,Dwight
2,6,14,Angela,Dwight
2,6,16,Jim,Michael
2,6,16,Dwight,Michael
2,6,16,Jim,Dwight
2,6,18,Jim,Michael
2,6,20,Jim,Pam
2,6,20,Jim,Dwight
2,6,20,Jim,Michael
2,6,20,Jim,Kelly
2,6,20,Jim,Toby
2,6,20,Dwight,Pam
2,6,20,Michael,Pam
2,6,20,Kelly,Pam
2,6,20,Toby,Pam
2,6,20,Dwight,Michael
2,6,20,Dwight,Kelly
2,6,20,Dwight,Toby
2,6,20,Kelly,Michael
2,6,20,Michael,Toby
2,6,20,Kelly,Toby
2,6,23,Jim,Pam
2,6,24,Dwight,Michael
2,6,24,Kevin,Dwight
2,6,24,Kevin,Michael
2,6,27,Michael,Ryan
2,6,27,Dwight,Michael
2,6,27,Dwight,Ryan
2,6,28,Kevin,Jim
2,6,28,Kevin,Pam
2,6,28,Jim,Pam
2,6,29,Michael,Ryan
2,6,30,Angela,Michael
2,6,30,Dwight,Michael
2,6,30,Stanley,Michael
2,6,30,Michael,Toby
2,6,30,Michael,Pam
2,6,30,Angela,Dwight
2,6,30,Stanley,Angela
2,6,30,Angela,Toby
2,6,30,Angela,Pam
2,6,30,Stanley,Dwight
2,6,30,Dwight,Toby
2,6,30,Dwight,Pam
2,6,30,Stanley,Toby
2,6,30,Stanley,Pam
2,6,30,Toby,Pam
2,6,31,Stanley,Angela
2,6,32,Dwight,Michael
2,7,1,Jim,Ryan
2,7,1,Pam,Ryan
2,7,1,Jim,Pam
2,7,4,Michael,Jan
2,7,6,Michael,Jan
2,7,7,Jim,Oscar
2,7,7,Toby,Oscar
2,7,7,Pam,Oscar
2,7,7,Kelly,Oscar
2,7,7,Jim,Toby
2,7,7,Jim,Pam
2,7,7,Jim,Kelly
2,7,7,Toby,Pam
2,7,7,Kelly,Toby
2,7,7,Kelly,Pam
2,7,9,Dwight,Michael
2,7,9,Michael,Jan
2,7,9,Dwight,Jan
2,7,10,Michael,Jan
2,7,12,Michael,Jan
2,7,13,Michael,Jan
2,7,14,Michael,Jan
2,7,15,Michael,Pam
2,7,16,Michael,Pam
2,7,17,Jim,Pam
2,7,18,Michael,Jan
2,7,19,Jim,Phyllis
2,7,19,Jim,Dwight
2,7,19,Phyllis,Dwight
2,7,20,Michael,Jan
2,7,22,Michael,Jan
2,7,23,Jim,Phyllis
2,7,23,Jim,Dwight
2,7,23,Phyllis,Dwight
2,7,25,Dwight,Ryan
2,7,25,Dwight,Pam
2,7,25,Dwight,Roy
2,7,25,Jim,Dwight
2,7,25,Pam,Ryan
2,7,25,Roy,Ryan
2,7,25,Jim,Ryan
2,7,25,Roy,Pam
2,7,25,Jim,Pam
2,7,25,Jim,Roy
2,7,27,Jim,Oscar
2,7,27,Jim,Dwight
2,7,27,Jim,Ryan
2,7,27,Dwight,Oscar
2,7,27,Ryan,Oscar
2,7,27,Dwight,Ryan
2,7,30,Jim,Dwight
2,7,30,Dwight,Pam
2,7,30,Jim,Pam
2,7,31,Michael,Jan
2,7,33,Jim,Pam
2,7,34,Michael,Jan
2,7,35,Jim,Pam
2,7,36,Michael,Jan
2,7,40,Dwight,Michael
2,7,41,Jim,Pam
2,7,43,Jim,Pam
2,8,1,Jim,Dwight
2,8,4,Michael,Pam
2,8,6,Michael,Pam
2,8,7,Jim,Dwight
2,8,9,Stanley,Michael
2,8,11,Jim,Pam
2,8,14,Michael,Pam
2,8,15,Michael,Jan
2,8,16,Kevin,Oscar
2,8,16,Kevin,Angela
2,8,16,Angela,Oscar
2,8,17,Michael,Pam
2,8,17,Michael,Ryan
2,8,17,Kelly,Michael
2,8,17,Ryan,Pam
2,8,17,Kelly,Pam
2,8,17,Kelly,Ryan
2,8,18,Jim,Dwight
2,8,19,Jan,Pam
2,8,19,Michael,Jan
2,8,19,Kevin,Jan
2,8,19,Michael,Pam
2,8,19,Kevin,Pam
2,8,19,Kevin,Michael
2,8,20,Michael,Jan
2,8,22,Michael,Jan
2,8,23,Jim,Pam
2,8,23,Dwight,Pam
2,8,23,Jim,Dwight
2,8,24,Michael,Pam
2,8,24,Michael,Jan
2,8,24,Jan,Pam
2,8,25,Dwight,Michael
2,8,25,Kelly,Michael
2,8,25,Michael,Jan
2,8,25,Phyllis,Michael
2,8,25,Michael,Toby
2,8,25,Michael,Creed
2,8,25,Angela,Michael
